level_0,index,DEPTH_MD,GROUP,FORMATION,CALI,RHOB,NPHI,DTC,BS
5603,5603,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,LowVelocity,BS85
5604,5604,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,LowVelocity,BS85
5605,5605,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5606,5606,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5607,5607,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,LowVelocity,BS85
5608,5608,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,LowVelocity,BS85
5609,5609,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5610,5610,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5611,5611,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5612,5612,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5613,5613,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5614,5614,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5615,5615,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5616,5616,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5617,5617,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5618,5618,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,MidVelocity ,BS85
5619,5619,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,MidVelocity ,BS85
5620,5620,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,MidVelocity ,BS85
5621,5621,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5622,5622,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5623,5623,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5624,5624,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5625,5625,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5626,5626,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5627,5627,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5628,5628,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5629,5629,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5630,5630,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5631,5631,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5632,5632,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5633,5633,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5634,5634,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5635,5635,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5636,5636,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5637,5637,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5638,5638,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5639,5639,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5640,5640,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5641,5641,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5642,5642,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5643,5643,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5644,5644,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5645,5645,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5646,5646,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5647,5647,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5648,5648,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5649,5649,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5650,5650,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5651,5651,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5652,5652,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5653,5653,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5654,5654,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5655,5655,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5656,5656,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5657,5657,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5658,5658,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5659,5659,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5660,5660,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5661,5661,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5662,5662,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5663,5663,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5664,5664,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5665,5665,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5666,5666,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5667,5667,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5668,5668,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5669,5669,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5670,5670,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5671,5671,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5672,5672,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5673,5673,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,LowVelocity,BS85
5674,5674,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5675,5675,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5676,5676,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5677,5677,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5678,5678,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5679,5679,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5680,5680,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5681,5681,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5682,5682,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,LowVelocity,BS85
5683,5683,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5684,5684,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5685,5685,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5686,5686,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5687,5687,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5688,5688,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5689,5689,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5690,5690,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5691,5691,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5692,5692,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5693,5693,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5694,5694,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,MidVelocity ,BS85
5695,5695,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5696,5696,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5697,5697,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5698,5698,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5699,5699,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5700,5700,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5701,5701,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5702,5702,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5703,5703,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5704,5704,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5705,5705,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5706,5706,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,HighRHOB,LowPorosity,MidVelocity ,BS85
5707,5707,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5708,5708,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5709,5709,UltraDDepth,VESTLAND,HuginFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5710,5710,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5711,5711,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5712,5712,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5713,5713,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5714,5714,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5715,5715,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5716,5716,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5717,5717,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5718,5718,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5719,5719,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5720,5720,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5721,5721,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5722,5722,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5723,5723,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5724,5724,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5725,5725,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5726,5726,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5727,5727,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5728,5728,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5729,5729,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5730,5730,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5731,5731,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5732,5732,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5733,5733,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5734,5734,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5735,5735,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5736,5736,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5737,5737,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5738,5738,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5739,5739,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5740,5740,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5741,5741,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5742,5742,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5743,5743,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5744,5744,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5745,5745,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5746,5746,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5747,5747,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5748,5748,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5749,5749,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5750,5750,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5751,5751,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5752,5752,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5753,5753,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5754,5754,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5755,5755,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,HighRHOB,LowPorosity,MidVelocity ,BS85
5756,5756,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,HighRHOB,LowPorosity,MidVelocity ,BS85
5757,5757,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,HighRHOB,LowPorosity,MidVelocity ,BS85
5758,5758,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,HighRHOB,LowPorosity,MidVelocity ,BS85
5759,5759,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,HighRHOB,LowPorosity,MidVelocity ,BS85
5760,5760,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,HighRHOB,LowPorosity,MidVelocity ,BS85
5761,5761,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85
5762,5762,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85
5763,5763,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85
5764,5764,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85
5765,5765,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS85
5766,5766,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS85
5767,5767,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85
5768,5768,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85
5769,5769,UltraDDepth,VESTLAND,SleipnerFm,VNarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85
5770,5770,DeepDepth,CROMER KNOLL,VaaleFm,NormalCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
5771,5771,DeepDepth,CROMER KNOLL,VaaleFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
5772,5772,DeepDepth,CROMER KNOLL,VaaleFm,NormalCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
5773,5773,DeepDepth,CROMER KNOLL,VaaleFm,NormalCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
5774,5774,DeepDepth,CROMER KNOLL,VaaleFm,NormalCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
5775,5775,DeepDepth,CROMER KNOLL,VaaleFm,NormalCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS122
5776,5776,DeepDepth,CROMER KNOLL,VaaleFm,NormalCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS122
5777,5777,DeepDepth,CROMER KNOLL,VaaleFm,NormalCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS122
5778,5778,DeepDepth,CROMER KNOLL,VaaleFm,NormalCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS122
5779,5779,DeepDepth,CROMER KNOLL,VaaleFm,NormalCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS122
5780,5780,DeepDepth,CROMER KNOLL,VaaleFm,NormalCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS122
5781,5781,DeepDepth,CROMER KNOLL,VaaleFm,EnlargedCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS122
5782,5782,DeepDepth,CROMER KNOLL,VaaleFm,EnlargedCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS122
5783,5783,DeepDepth,CROMER KNOLL,VaaleFm,EnlargedCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
5784,5784,DeepDepth,CROMER KNOLL,VaaleFm,EnlargedCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
5785,5785,DeepDepth,CROMER KNOLL,VaaleFm,EnlargedCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
5786,5786,DeepDepth,CROMER KNOLL,VaaleFm,EnlargedCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
5787,5787,DeepDepth,CROMER KNOLL,VaaleFm,NormalCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
5788,5788,DeepDepth,CROMER KNOLL,VaaleFm,NormalCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
5789,5789,DeepDepth,CROMER KNOLL,VaaleFm,NormalCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
5790,5790,DeepDepth,CROMER KNOLL,VaaleFm,EnlargedCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS122
5791,5791,DeepDepth,CROMER KNOLL,VaaleFm,EnlargedCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS122
5792,5792,DeepDepth,CROMER KNOLL,VaaleFm,EnlargedCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS122
5793,5793,DeepDepth,CROMER KNOLL,VaaleFm,EnlargedCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS122
5794,5794,DeepDepth,CROMER KNOLL,VaaleFm,EnlargedCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS122
5795,5795,DeepDepth,CROMER KNOLL,VaaleFm,EnlargedCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS122
5796,5796,UltraDDepth,CROMER KNOLL,VaaleFm,NormalCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS85
5797,5797,UltraDDepth,CROMER KNOLL,VaaleFm,NormalCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS85
5798,5798,UltraDDepth,CROMER KNOLL,VaaleFm,NarrowCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS85
5799,5799,UltraDDepth,CROMER KNOLL,VaaleFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85
5800,5800,UltraDDepth,CROMER KNOLL,VaaleFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85
5801,5801,UltraDDepth,CROMER KNOLL,VaaleFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85
5802,5802,UltraDDepth,CROMER KNOLL,VaaleFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85
5803,5803,UltraDDepth,CROMER KNOLL,VaaleFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85
5804,5804,UltraDDepth,CROMER KNOLL,VaaleFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85
5805,5805,UltraDDepth,CROMER KNOLL,VaaleFm,NarrowCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS85
5806,5806,UltraDDepth,CROMER KNOLL,VaaleFm,NarrowCaliper,LowRHOB,MidPorosity ,MidVelocity ,BS85
5807,5807,UltraDDepth,CROMER KNOLL,VaaleFm,NarrowCaliper,MidRHOB ,MidPorosity ,MidVelocity ,BS85
5808,5808,UltraDDepth,CROMER KNOLL,VaaleFm,NarrowCaliper,MidRHOB ,LowPorosity,MidVelocity ,BS85
5809,5809,UltraDDepth,CROMER KNOLL,VaaleFm,NarrowCaliper,MidRHOB ,LowPorosity,LowVelocity,BS85
5810,5810,UltraDDepth,CROMER KNOLL,VaaleFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5811,5811,UltraDDepth,CROMER KNOLL,VaaleFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5812,5812,UltraDDepth,CROMER KNOLL,VaaleFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5813,5813,UltraDDepth,CROMER KNOLL,VaaleFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5814,5814,UltraDDepth,CROMER KNOLL,VaaleFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5815,5815,UltraDDepth,CROMER KNOLL,VaaleFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5816,5816,UltraDDepth,CROMER KNOLL,VaaleFm,VNarrowCaliper,HighRHOB,LowPorosity,LowVelocity,BS85
5817,5817,UltraDDepth,CROMER KNOLL,VaaleFm,VNarrowCaliper,HighRHOB,LowPorosity,MidVelocity ,BS85
