,LITHOLOGY
8166,Tuff
10952,Sandstone
5916,Sandstone
567,Limestone
6585,Sandstone
3319,Sandstone
12908,Sandstone
4697,SandstoneShale
4099,SandstoneShale
6229,SandstoneShale
5665,Sandstone
10190,Tuff
9991,Sandstone
9915,Sandstone
11260,Limestone
8502,Sandstone
13222,Sandstone
7486,Sandstone
11452,Limestone
10378,Tuff
12484,Sandstone
6040,Sandstone
6134,Sandstone
4546,Sandstone
2773,SandstoneShale
13221,Sandstone
13418,Sandstone
5341,Sandstone
5530,Sandstone
7565,Sandstone
335,Sandstone
12309,Sandstone
6158,Sandstone
10642,Sandstone
2641,Limestone
12051,Sandstone
13855,Sandstone
1696,Marl
9053,Sandstone
13498,Sandstone
4098,SandstoneShale
12151,Sandstone
5885,SandstoneShale
9889,Sandstone
2671,Marl
1290,Marl
2474,Limestone
9254,Limestone
4171,Sandstone
11143,Limestone
32,Sandstone
4307,Sandstone
5842,Marl
2158,Marl
7156,SandstoneShale
486,Sandstone
7375,SandstoneShale
13700,Sandstone
2461,Limestone
13910,Sandstone
1852,Chalk
11811,Limestone
3125,Sandstone
735,SandstoneShale
7986,Tuff
1486,Chalk
3173,Sandstone
3216,Sandstone
6992,SandstoneShale
1829,Chalk
403,Sandstone
4456,Sandstone
8815,Limestone
801,SandstoneShale
8117,Tuff
12678,Sandstone
1468,Chalk
9326,Limestone
5461,Sandstone
1730,Chalk
12517,Sandstone
9671,Limestone
7348,Sandstone
6725,Sandstone
9158,Limestone
11510,Limestone
425,Sandstone
3379,Sandstone
7573,Sandstone
8396,Sandstone
593,Tuff
11721,Limestone
9692,Sandstone
6192,Sandstone
4821,SandstoneShale
7908,Tuff
9695,Sandstone
10197,Tuff
1344,Chalk
7171,SandstoneShale
13256,Sandstone
6994,SandstoneShale
3458,SandstoneShale
5690,Sandstone
8789,Sandstone
12966,Sandstone
6897,SandstoneShale
10897,Sandstone
10576,Sandstone
7898,Sandstone
13237,Coal
10497,Sandstone
880,SandstoneShale
647,Tuff
9435,Limestone
7196,SandstoneShale
13261,Sandstone
5389,Sandstone
8411,Sandstone
8018,Tuff
12679,Limestone
11706,Limestone
3184,Sandstone
11228,Limestone
12565,Sandstone
1713,Chalk
6697,Sandstone
7013,SandstoneShale
9561,Limestone
1100,Limestone
12995,Sandstone
4233,Sandstone
7719,Sandstone
9009,Sandstone
13827,Sandstone
12593,Sandstone
630,Tuff
6122,Sandstone
10298,Tuff
6419,Sandstone
10730,Sandstone
4462,Sandstone
9511,Limestone
13479,Sandstone
3939,Sandstone
2598,Limestone
4133,SandstoneShale
6400,Sandstone
4053,SandstoneShale
12571,Sandstone
1831,Chalk
12201,Sandstone
1262,Chalk
10449,SandstoneShale
10123,Sandstone
9962,Sandstone
2481,Limestone
12044,Coal
9815,Sandstone
4358,Sandstone
7032,Limestone
4303,Sandstone
10834,Sandstone
8037,Tuff
12125,Sandstone
1034,Limestone
4822,Sandstone
7666,Sandstone
12039,Coal
7471,Sandstone
4905,SandstoneShale
3547,SandstoneShale
7523,Sandstone
467,Sandstone
8795,Limestone
13892,Coal
3830,Sandstone
3232,Limestone
1733,Chalk
5141,SandstoneShale
2002,Chalk
1888,Chalk
7744,Sandstone
7806,Sandstone
2864,SandstoneShale
13626,Coal
6829,Sandstone
8085,Tuff
9157,Limestone
3283,Sandstone
5605,Sandstone
5417,Sandstone
9537,Marl
6559,Sandstone
8351,Sandstone
1581,Chalk
7867,Sandstone
2545,Marl
9901,Sandstone
8818,Limestone
11259,Limestone
8957,Sandstone
1691,Chalk
6050,Sandstone
385,Sandstone
7382,SandstoneShale
10097,Sandstone
13490,Sandstone
1534,Chalk
6306,Sandstone
9677,Limestone
11234,Limestone
395,Sandstone
10991,Sandstone
259,Limestone
11160,Limestone
7773,Sandstone
12746,SandstoneShale
5870,SandstoneShale
10899,Sandstone
12023,Coal
2427,Limestone
12191,Sandstone
5755,Sandstone
2607,Marl
12814,Sandstone
11586,Limestone
9799,Sandstone
13143,Sandstone
2652,Marl
8115,Tuff
6962,SandstoneShale
6168,Sandstone
11156,Limestone
4155,Sandstone
2803,Marl
13282,Coal
46,Sandstone
13122,Sandstone
12618,Coal
13627,Coal
5992,Sandstone
11439,Limestone
1348,Chalk
6340,Sandstone
13410,Sandstone
12684,Limestone
1002,Limestone
3100,Sandstone
13130,Sandstone
3221,Sandstone
6199,Sandstone
8998,Limestone
10516,Sandstone
9438,Limestone
13530,Sandstone
7922,Tuff
2204,Limestone
681,Tuff
1055,Limestone
5408,Sandstone
10813,Sandstone
11434,Limestone
7153,SandstoneShale
9443,Limestone
4497,Sandstone
12119,Sandstone
12692,Limestone
7134,SandstoneShale
1276,Chalk
4451,Sandstone
234,SandstoneShale
6759,Sandstone
1943,Chalk
8054,Tuff
2059,Chalk
2161,Marl
5767,Coal
503,Limestone
9081,Sandstone
4496,Sandstone
6809,Sandstone
11161,Limestone
11174,Limestone
1027,Limestone
3757,Sandstone
980,Limestone
11091,Limestone
911,Limestone
12334,Sandstone
1305,Chalk
2945,SandstoneShale
7305,SandstoneShale
10660,Sandstone
8334,Sandstone
8685,Sandstone
6540,Sandstone
3315,Limestone
1343,Chalk
11429,Limestone
222,SandstoneShale
5652,Sandstone
4138,SandstoneShale
770,SandstoneShale
11841,Limestone
1051,Limestone
161,Limestone
5682,Sandstone
4759,SandstoneShale
13369,Sandstone
6958,SandstoneShale
9870,Sandstone
3369,Sandstone
9993,Sandstone
820,SandstoneShale
9882,Sandstone
2611,Marl
13393,Coal
6997,SandstoneShale
6098,Sandstone
1645,Chalk
6003,Sandstone
5339,Sandstone
13121,SandstoneShale
5869,SandstoneShale
10517,Sandstone
10940,Sandstone
11118,Limestone
6474,Sandstone
7835,Sandstone
9923,Sandstone
7738,Sandstone
12292,Sandstone
10462,SandstoneShale
3483,Sandstone
1279,Chalk
4166,SandstoneShale
4912,SandstoneShale
5701,Sandstone
2177,Limestone
2443,Limestone
2253,Limestone
11413,Limestone
9329,Limestone
8631,Sandstone
12665,Sandstone
645,Tuff
1157,Chalk
12674,Sandstone
10702,Sandstone
9455,Limestone
10085,Sandstone
218,SandstoneShale
10757,Sandstone
12928,Sandstone
7026,SandstoneShale
4726,SandstoneShale
991,Limestone
4223,Sandstone
9223,Limestone
5276,SandstoneShale
3991,Sandstone
11845,Limestone
3081,SandstoneShale
8466,Sandstone
2278,Limestone
7144,SandstoneShale
1706,Chalk
2961,SandstoneShale
2542,Marl
10221,Tuff
13957,Coal
7490,Sandstone
11170,Limestone
6179,Sandstone
1232,Chalk
6064,Sandstone
8469,Sandstone
12204,Sandstone
9404,Limestone
266,Limestone
2534,Marl
4975,SandstoneShale
3721,SandstoneShale
11547,Limestone
95,SandstoneShale
11390,Limestone
6395,Sandstone
13453,SandstoneShale
13056,Sandstone
2471,Limestone
3243,Limestone
6226,Sandstone
1253,Chalk
297,SandstoneShale
6978,SandstoneShale
5021,SandstoneShale
4264,Sandstone
5968,Sandstone
4508,Sandstone
13356,Sandstone
7443,SandstoneShale
13621,Sandstone
10740,Sandstone
13096,Coal
12490,Sandstone
96,Limestone
12642,Coal
3155,Sandstone
139,Limestone
12921,Sandstone
13129,Sandstone
8605,Sandstone
3504,SandstoneShale
8969,Sandstone
13604,Sandstone
3058,SandstoneShale
6136,Sandstone
6191,Sandstone
10237,Tuff
4210,Sandstone
790,SandstoneShale
2590,Marl
3210,Sandstone
3017,SandstoneShale
3094,Sandstone
696,Tuff
4192,Sandstone
6233,Sandstone
6289,Sandstone
8132,Tuff
4209,Sandstone
1859,Marl
11093,Limestone
10539,Sandstone
2051,Chalk
861,SandstoneShale
9867,Sandstone
2897,SandstoneShale
7132,SandstoneShale
864,SandstoneShale
12329,Sandstone
13637,Sandstone
4663,SandstoneShale
8442,Sandstone
4945,SandstoneShale
8204,Limestone
9306,Limestone
7899,Sandstone
4806,SandstoneShale
5435,Sandstone
6931,SandstoneShale
10776,Sandstone
4983,Sandstone
7924,Tuff
11068,Sandstone
6099,Sandstone
10172,Dolomite
3105,Sandstone
12412,Sandstone
4896,SandstoneShale
11590,Limestone
830,SandstoneShale
3842,Sandstone
13764,Sandstone
413,Sandstone
4529,Sandstone
4240,Sandstone
9706,Sandstone
8384,Sandstone
6073,Sandstone
7994,Tuff
5691,Sandstone
6220,Sandstone
11454,Limestone
13239,Coal
1649,Marl
9461,Limestone
10854,Sandstone
3502,SandstoneShale
13703,Sandstone
7746,Sandstone
2549,Marl
1910,Chalk
5957,Sandstone
9269,Limestone
13380,Sandstone
7881,Sandstone
5250,Sandstone
2853,Marl
12281,Sandstone
1463,Chalk
7669,Sandstone
4519,Sandstone
12498,Sandstone
7370,SandstoneShale
709,Limestone
4349,Sandstone
3965,Sandstone
2457,Limestone
13738,Sandstone
8984,Sandstone
7934,Tuff
3782,Sandstone
2820,Marl
6022,SandstoneShale
4137,SandstoneShale
1026,Limestone
4681,SandstoneShale
1972,Chalk
4582,Sandstone
12562,Sandstone
5356,Sandstone
7616,Sandstone
285,Sandstone
1162,Chalk
13586,Sandstone
5746,Sandstone
3839,Sandstone
9087,Sandstone
1076,Limestone
10073,Sandstone
8700,Sandstone
12769,SandstoneShale
5915,Sandstone
3096,Sandstone
4438,SandstoneShale
1272,Chalk
10797,Sandstone
8014,Tuff
8149,Tuff
9445,Limestone
10387,Tuff
9609,Limestone
1845,Chalk
12063,SandstoneShale
8930,Sandstone
4452,Sandstone
7199,SandstoneShale
11559,Limestone
8206,Limestone
9603,Limestone
8474,Sandstone
12052,SandstoneShale
12028,Coal
9774,Sandstone
13072,Sandstone
1031,Limestone
13152,Sandstone
9265,Limestone
3849,Sandstone
3314,Limestone
9328,Limestone
13157,Sandstone
1681,Chalk
6504,Sandstone
3920,SandstoneShale
1244,Chalk
10494,Sandstone
4343,Sandstone
3118,Sandstone
2294,Limestone
452,Sandstone
11094,Limestone
4197,Sandstone
3584,Sandstone
1130,Chalk
761,SandstoneShale
8058,Tuff
6965,SandstoneShale
1174,Chalk
2924,Marl
1092,Limestone
11064,Sandstone
3745,Sandstone
13192,Coal
12750,SandstoneShale
504,Limestone
2112,Limestone
12944,Sandstone
7665,Sandstone
1941,Chalk
8168,Tuff
12461,Sandstone
12669,Sandstone
2422,Limestone
11575,Limestone
2981,Limestone
3098,Sandstone
7804,Sandstone
11628,Limestone
9994,Sandstone
655,Tuff
13747,Sandstone
6148,Sandstone
13661,Sandstone
6221,Sandstone
1280,Chalk
11402,Limestone
7450,SandstoneShale
6414,Sandstone
2541,Marl
714,Limestone
3901,Sandstone
10181,Tuff
12657,Sandstone
4231,Sandstone
6528,Sandstone
2973,SandstoneShale
8266,Sandstone
1959,Chalk
3624,SandstoneShale
10698,Sandstone
3287,Sandstone
7116,SandstoneShale
6906,SandstoneShale
5153,Sandstone
12048,Sandstone
3772,Sandstone
5108,SandstoneShale
2084,Chalk
6117,Sandstone
4493,Sandstone
4263,Sandstone
7956,Tuff
9206,Limestone
7242,SandstoneShale
1351,Chalk
6213,Sandstone
12758,SandstoneShale
6805,Sandstone
4865,SandstoneShale
9442,Limestone
295,Sandstone
4876,Sandstone
11996,Limestone
11557,Limestone
4816,Sandstone
7467,Sandstone
9274,Limestone
9174,Limestone
684,Tuff
11691,Limestone
12829,SandstoneShale
10537,Sandstone
2298,Limestone
5296,Sandstone
13567,Sandstone
9967,Sandstone
10910,Sandstone
2215,Limestone
4041,SandstoneShale
1734,Chalk
6716,Sandstone
8430,Sandstone
13009,Sandstone
4566,Sandstone
11777,Limestone
700,Tuff
2830,Marl
105,Limestone
1206,Chalk
11105,Limestone
3925,SandstoneShale
2804,Marl
11121,Limestone
7338,SandstoneShale
10095,Sandstone
3445,Sandstone
8648,Sandstone
2497,Limestone
9831,Sandstone
3063,SandstoneShale
7433,SandstoneShale
1648,Chalk
4216,Sandstone
10570,Sandstone
1869,Chalk
375,Sandstone
3159,Sandstone
2965,SandstoneShale
12993,Sandstone
207,SandstoneShale
9905,Sandstone
13471,SandstoneShale
387,Sandstone
9007,Sandstone
12586,Sandstone
4076,SandstoneShale
576,Tuff
10624,Sandstone
2239,Limestone
1822,Chalk
5184,Sandstone
3250,Sandstone
10045,Sandstone
10206,Tuff
5069,SandstoneShale
1632,Chalk
5403,Sandstone
2859,Marl
13715,Sandstone
13080,Sandstone
12380,Sandstone
538,Limestone
7630,Sandstone
2480,Limestone
5584,Sandstone
11519,Limestone
4494,Sandstone
4812,SandstoneShale
9257,Limestone
10865,Sandstone
11826,Limestone
11979,Limestone
1846,Chalk
11152,Limestone
11823,Limestone
9111,Sandstone
12765,SandstoneShale
8259,Sandstone
13306,Coal
7571,Sandstone
3800,Sandstone
4944,SandstoneShale
6348,Sandstone
5803,Marl
9132,Sandstone
4159,Sandstone
5991,Sandstone
7363,SandstoneShale
10451,SandstoneShale
1065,Limestone
407,Sandstone
9759,Limestone
9534,Marl
12805,SandstoneShale
2255,Limestone
5892,SandstoneShale
12516,Sandstone
5848,SandstoneShale
12957,Sandstone
2516,Limestone
9690,Sandstone
4687,SandstoneShale
7198,SandstoneShale
4617,SandstoneShale
7903,Dolomite
10089,Sandstone
4386,Sandstone
2441,Limestone
12942,Sandstone
2645,Marl
5291,Sandstone
2845,Marl
11244,Limestone
322,Sandstone
10535,Sandstone
2735,SandstoneShale
1447,Chalk
8937,Sandstone
8406,Sandstone
5609,Sandstone
4181,SandstoneShale
4990,SandstoneShale
5999,Sandstone
9433,Limestone
3466,SandstoneShale
12784,SandstoneShale
1749,Chalk
5936,Sandstone
9305,Limestone
1926,Chalk
8294,Sandstone
7329,SandstoneShale
4120,SandstoneShale
12836,Sandstone
1735,Chalk
6188,Sandstone
286,Sandstone
8782,Sandstone
3132,Sandstone
3697,SandstoneShale
13673,Sandstone
8462,Sandstone
12649,Sandstone
8291,Sandstone
11073,Sandstone
13563,Sandstone
5924,Sandstone
8856,Sandstone
10838,Sandstone
6182,Sandstone
12824,SandstoneShale
8034,Tuff
7650,Sandstone
8628,Sandstone
5098,Sandstone
7788,Sandstone
12232,Sandstone
3569,Sandstone
3065,SandstoneShale
1708,Chalk
12782,SandstoneShale
1953,Chalk
11099,Limestone
5106,SandstoneShale
3465,Sandstone
2833,Marl
11150,Limestone
10315,Tuff
4002,SandstoneShale
223,SandstoneShale
5452,Sandstone
4776,SandstoneShale
6951,SandstoneShale
5890,SandstoneShale
1050,Limestone
13281,Coal
9810,Sandstone
7723,Sandstone
3967,Sandstone
140,Limestone
710,Tuff
8137,Tuff
7904,Dolomite
5218,Sandstone
7577,Sandstone
13908,Sandstone
10108,Sandstone
1081,Limestone
9270,Limestone
1759,Chalk
287,Sandstone
3388,SandstoneShale
4571,Sandstone
11338,Limestone
1098,Limestone
12131,Sandstone
12255,Sandstone
9980,Sandstone
13606,Sandstone
7193,SandstoneShale
1604,Chalk
8544,Sandstone
11539,Limestone
8564,Sandstone
7330,SandstoneShale
8348,Sandstone
7072,SandstoneShale
8111,Tuff
11896,Limestone
3625,SandstoneShale
11961,Limestone
9655,Limestone
9256,Limestone
1319,Chalk
2688,Limestone
7475,Sandstone
8509,Sandstone
6423,Sandstone
2396,Limestone
5621,Sandstone
7521,Sandstone
13257,Sandstone
2037,Chalk
7103,SandstoneShale
7278,SandstoneShale
948,Limestone
3706,SandstoneShale
8084,Tuff
1154,Chalk
11850,Limestone
1718,Chalk
6921,Sandstone
7404,SandstoneShale
9818,Sandstone
792,SandstoneShale
1303,Chalk
1481,Chalk
9284,Limestone
12228,Sandstone
7872,Sandstone
1360,Chalk
13033,Sandstone
4387,Sandstone
13124,Sandstone
7247,SandstoneShale
12677,Sandstone
10283,Tuff
13005,Sandstone
524,Limestone
11636,Limestone
10110,Sandstone
5698,Sandstone
3905,Sandstone
10959,Sandstone
12710,Limestone
3930,SandstoneShale
237,SandstoneShale
4931,SandstoneShale
5365,Sandstone
4056,SandstoneShale
8557,Sandstone
8711,Sandstone
6498,Sandstone
11087,Limestone
6269,Sandstone
5587,Sandstone
10538,Sandstone
3778,Sandstone
3595,SandstoneShale
5633,Sandstone
4169,Sandstone
2805,Marl
3568,Sandstone
11995,Limestone
6391,Sandstone
13912,Sandstone
3580,Sandstone
3006,SandstoneShale
5763,Sandstone
8632,Sandstone
2557,Marl
8756,SandstoneShale
13904,Sandstone
12137,Sandstone
8417,Sandstone
1467,Chalk
2767,SandstoneShale
618,Tuff
8609,Sandstone
5741,Sandstone
5169,Sandstone
12305,Sandstone
11044,Sandstone
949,Limestone
11852,Limestone
10800,Sandstone
917,Limestone
9396,Limestone
7430,SandstoneShale
2339,Limestone
9654,Limestone
5377,Sandstone
11784,Limestone
13394,Coal
12135,Sandstone
8840,Sandstone
7369,SandstoneShale
1204,Chalk
5092,Sandstone
8738,Sandstone
11739,Limestone
7074,SandstoneShale
9388,Limestone
12181,Sandstone
10921,Sandstone
9975,Sandstone
9696,Sandstone
2523,Marl
3779,Sandstone
4993,SandstoneShale
5618,Sandstone
7279,SandstoneShale
13205,Coal
174,Limestone
2426,Limestone
927,Limestone
8451,Sandstone
10168,Dolomite
7356,SandstoneShale
5111,SandstoneShale
1374,Chalk
2718,Marl
751,SandstoneShale
6861,Sandstone
6236,Sandstone
5733,Sandstone
6881,SandstoneShale
5116,SandstoneShale
12895,SandstoneShale
3891,Sandstone
6904,SandstoneShale
5300,Sandstone
7121,SandstoneShale
3976,SandstoneShale
6057,Sandstone
12756,SandstoneShale
8130,Tuff
1994,Chalk
4252,Sandstone
7576,Sandstone
11523,Marl
6819,Sandstone
9611,Limestone
7451,SandstoneShale
8047,Tuff
3728,Sandstone
2172,Limestone
6493,Sandstone
11222,Limestone
6439,Sandstone
4251,Sandstone
3662,Sandstone
8521,Sandstone
318,Sandstone
522,Limestone
6448,Coal
10105,Sandstone
13401,SandstoneShale
1903,Chalk
8884,Sandstone
5026,SandstoneShale
6657,Sandstone
11749,Limestone
3634,SandstoneShale
2060,Chalk
1586,Chalk
7833,Sandstone
6831,Sandstone
8585,Sandstone
10620,Sandstone
6273,Sandstone
4465,Sandstone
1349,Chalk
4014,SandstoneShale
12809,SandstoneShale
6165,Sandstone
4951,SandstoneShale
12951,Sandstone
2760,SandstoneShale
2130,Limestone
8073,Tuff
68,Sandstone
8195,Tuff
6810,Sandstone
9946,Sandstone
11815,Limestone
11506,Limestone
6223,Sandstone
7605,Sandstone
5782,Marl
1767,Chalk
1791,Chalk
8614,Sandstone
8928,SandstoneShale
8238,Sandstone
5126,SandstoneShale
2362,Limestone
3534,Sandstone
9399,Limestone
1548,Chalk
958,Limestone
7062,SandstoneShale
8440,Sandstone
3339,SandstoneShale
13568,Sandstone
12718,Coal
4841,SandstoneShale
5097,Sandstone
3115,Sandstone
5044,Sandstone
9407,Limestone
11936,Limestone
13014,Sandstone
9720,Sandstone
1921,Chalk
8720,Sandstone
9839,Sandstone
2420,Limestone
13852,Coal
2732,SandstoneShale
7618,Sandstone
2870,Sandstone
2235,Limestone
6884,SandstoneShale
6595,Coal
6307,SandstoneShale
7201,SandstoneShale
12716,Coal
8231,Sandstone
2350,Limestone
333,Sandstone
126,Limestone
3151,Sandstone
10270,Tuff
5204,Sandstone
501,Limestone
907,Limestone
440,Sandstone
9906,Sandstone
6303,Sandstone
5175,Sandstone
971,Limestone
2295,Limestone
6086,Sandstone
2169,Limestone
4336,Sandstone
12667,Sandstone
6203,Sandstone
3060,SandstoneShale
5995,Sandstone
10435,Tuff
8108,Tuff
1131,Chalk
3756,Sandstone
10843,Sandstone
2898,SandstoneShale
1269,Marl
3564,SandstoneShale
11928,Limestone
13108,SandstoneShale
7745,Sandstone
6215,Sandstone
4987,Sandstone
8366,Sandstone
569,Tuff
3029,SandstoneShale
3636,SandstoneShale
6982,SandstoneShale
11551,Limestone
3496,SandstoneShale
11421,Limestone
8107,Tuff
575,Tuff
5573,Sandstone
536,Limestone
0,SandstoneShale
7202,SandstoneShale
2783,Marl
12242,Sandstone
8867,Sandstone
10781,Sandstone
4253,Sandstone
13773,Sandstone
7635,Sandstone
7176,SandstoneShale
3855,SandstoneShale
11199,Limestone
5797,Marl
8026,Tuff
12789,SandstoneShale
12893,SandstoneShale
9163,Limestone
13371,Sandstone
13388,Coal
5012,Sandstone
7871,Sandstone
111,Limestone
848,SandstoneShale
3750,SandstoneShale
698,Tuff
3823,Sandstone
5889,SandstoneShale
4601,Sandstone
8618,Sandstone
9801,Sandstone
5464,Sandstone
12638,Coal
7742,Sandstone
6137,Sandstone
10443,SandstoneShale
5146,SandstoneShale
4614,SandstoneShale
1233,Chalk
4773,SandstoneShale
3717,SandstoneShale
12487,Sandstone
11265,Limestone
5161,Sandstone
5360,Sandstone
12795,Sandstone
4463,Sandstone
6798,Sandstone
12904,Sandstone
13408,Sandstone
1460,Chalk
3648,Sandstone
2138,Limestone
1020,Limestone
3010,SandstoneShale
3476,SandstoneShale
2610,Marl
5947,Sandstone
3140,Sandstone
9914,Sandstone
1169,Chalk
3588,SandstoneShale
12041,Coal
3738,SandstoneShale
12399,Sandstone
1016,Limestone
13022,Sandstone
8307,Sandstone
4339,Sandstone
11327,Limestone
7907,Tuff
5315,Sandstone
3812,SandstoneShale
13867,Coal
5311,Sandstone
12906,Sandstone
7235,SandstoneShale
6518,Sandstone
7166,SandstoneShale
12111,SandstoneShale
2781,Marl
13019,Sandstone
6377,Sandstone
1555,Chalk
10902,Sandstone
6765,Sandstone
12035,Coal
316,Sandstone
3663,Sandstone
7205,SandstoneShale
3367,Sandstone
1885,Chalk
12361,Sandstone
3165,Sandstone
8965,Sandstone
6705,Sandstone
9384,Limestone
1659,Chalk
10458,SandstoneShale
13502,Sandstone
8655,Sandstone
760,SandstoneShale
9211,Limestone
11705,Limestone
7411,SandstoneShale
11336,Limestone
5858,SandstoneShale
4111,SandstoneShale
926,Limestone
11678,Limestone
6462,Coal
1088,Limestone
145,Limestone
455,Sandstone
11347,Limestone
4477,Sandstone
4984,Sandstone
1356,Chalk
13720,Sandstone
11116,Limestone
6801,Sandstone
9142,Limestone
9943,Sandstone
2189,Limestone
12985,Sandstone
142,Limestone
10978,Sandstone
6893,SandstoneShale
7399,SandstoneShale
8625,Sandstone
6239,Sandstone
11858,Limestone
5257,Sandstone
11615,Limestone
43,Sandstone
6601,Coal
7234,SandstoneShale
8575,Sandstone
7066,SandstoneShale
2766,SandstoneShale
4991,SandstoneShale
12376,Sandstone
13642,Sandstone
9067,Limestone
7335,SandstoneShale
483,Sandstone
1842,Chalk
1617,Chalk
13451,SandstoneShale
9046,Sandstone
8570,Limestone
10889,Sandstone
10737,Sandstone
7165,SandstoneShale
3407,SandstoneShale
13373,Sandstone
13302,Coal
10094,Sandstone
8220,SandstoneShale
9718,Sandstone
2217,Limestone
1897,Chalk
7050,SandstoneShale
2018,Chalk
6130,Sandstone
10872,Sandstone
5225,Sandstone
11683,Limestone
3107,Sandstone
13390,Coal
1740,Chalk
3223,Sandstone
6655,Sandstone
12976,Coal
10169,Dolomite
12862,Sandstone
5018,SandstoneShale
7603,Sandstone
11670,Limestone
13001,Sandstone
7248,SandstoneShale
1391,Chalk
12494,Sandstone
5100,SandstoneShale
2635,Marl
10573,Sandstone
3260,Sandstone
5388,Sandstone
12188,Sandstone
8196,Tuff
7747,Sandstone
5450,Sandstone
7825,Sandstone
13669,Sandstone
10605,Sandstone
8080,Tuff
11130,Limestone
4505,Sandstone
10074,Sandstone
11824,Limestone
5118,SandstoneShale
10056,Sandstone
13265,Sandstone
7484,Sandstone
2121,Limestone
11307,Limestone
4537,Sandstone
10946,Sandstone
3611,SandstoneShale
11103,Limestone
2815,Marl
12845,Sandstone
3396,SandstoneShale
3931,SandstoneShale
7534,Sandstone
809,SandstoneShale
13789,Coal
8421,Sandstone
6399,Sandstone
11003,Sandstone
11019,Sandstone
9456,Limestone
11550,Limestone
10439,Tuff
4066,Sandstone
10016,Sandstone
12545,Sandstone
6606,Coal
13142,Sandstone
2240,Limestone
7069,SandstoneShale
5423,Sandstone
11763,Limestone
12837,Sandstone
8173,Tuff
9874,Sandstone
8731,Sandstone
9176,Limestone
9448,Limestone
11101,Limestone
5201,Sandstone
11757,Limestone
9092,Sandstone
11461,Limestone
12543,Sandstone
6185,Sandstone
9381,Limestone
3545,SandstoneShale
6664,Sandstone
7114,SandstoneShale
2195,Limestone
12026,Coal
8320,Sandstone
1101,Limestone
602,Tuff
5151,SandstoneShale
13006,Sandstone
7583,Sandstone
12551,Sandstone
8900,Sandstone
10013,Sandstone
7359,SandstoneShale
231,SandstoneShale
5236,Sandstone
13158,Sandstone
5756,Sandstone
9146,Limestone
187,Limestone
2991,SandstoneShale
831,SandstoneShale
3301,Limestone
1704,Chalk
7883,Sandstone
13106,SandstoneShale
2013,Chalk
12796,Sandstone
11303,Limestone
7364,SandstoneShale
12902,Sandstone
6456,Coal
8972,Sandstone
1411,Chalk
750,SandstoneShale
2435,Limestone
2387,Limestone
10142,Dolomite
9024,Sandstone
13520,Sandstone
9096,Sandstone
5354,Sandstone
4129,SandstoneShale
93,SandstoneShale
9191,Limestone
4515,Sandstone
1511,Chalk
9771,Sandstone
6196,Sandstone
8098,Tuff
11182,Limestone
1024,Limestone
13772,Sandstone
6464,Coal
2141,Limestone
1506,Chalk
1499,Chalk
7239,SandstoneShale
11320,Limestone
11016,Sandstone
4207,Sandstone
11335,Limestone
7029,SandstoneShale
11258,Limestone
1028,Limestone
12243,Sandstone
8794,Limestone
1872,Chalk
7409,SandstoneShale
12753,SandstoneShale
1337,Chalk
2097,Chalk
13835,Sandstone
12148,Sandstone
1321,Chalk
379,Sandstone
7557,Sandstone
10175,Tuff
9249,Limestone
1670,Chalk
5034,SandstoneShale
10090,Sandstone
2209,Limestone
2407,Limestone
11455,Limestone
13953,Coal
405,Sandstone
3546,SandstoneShale
5017,SandstoneShale
5836,Marl
12249,Sandstone
8450,Sandstone
1370,Chalk
2291,Marl
9491,Limestone
9318,Limestone
5051,Sandstone
1322,Chalk
6390,Sandstone
7217,SandstoneShale
4555,Sandstone
573,Tuff
9705,Sandstone
5766,Coal
1568,Chalk
4188,SandstoneShale
1614,Chalk
1755,Chalk
8983,Sandstone
9501,Limestone
13664,Sandstone
13742,Sandstone
3633,SandstoneShale
4656,SandstoneShale
12762,SandstoneShale
5931,Sandstone
4459,SandstoneShale
6207,Sandstone
11944,Limestone
6608,Coal
9261,Limestone
4037,SandstoneShale
402,Sandstone
12802,SandstoneShale
9775,Sandstone
7186,SandstoneShale
4606,SandstoneShale
7159,SandstoneShale
11478,Limestone
12122,Sandstone
9091,Sandstone
5379,Sandstone
13874,Coal
10997,Sandstone
7215,SandstoneShale
4440,SandstoneShale
10785,Sandstone
8999,Limestone
1566,Chalk
10430,Tuff
7728,Sandstone
10409,Tuff
12646,Sandstone
13293,Coal
12229,Sandstone
8941,Sandstone
4667,SandstoneShale
781,SandstoneShale
3361,Sandstone
11737,Limestone
10881,Sandstone
4919,SandstoneShale
352,Sandstone
6758,Sandstone
8136,Tuff
4425,Sandstone
12715,Coal
6280,Sandstone
1540,Chalk
1068,Limestone
8994,Sandstone
572,Tuff
98,Limestone
4674,SandstoneShale
3052,SandstoneShale
748,SandstoneShale
5578,Sandstone
12477,Sandstone
6889,SandstoneShale
398,Sandstone
2723,SandstoneShale
3089,Sandstone
484,Sandstone
12001,Limestone
867,SandstoneShale
449,Sandstone
10158,Dolomite
2653,Marl
874,SandstoneShale
6333,Sandstone
9210,Limestone
8127,Tuff
6952,SandstoneShale
7261,SandstoneShale
1538,Chalk
5332,Sandstone
7169,SandstoneShale
11630,Limestone
8675,Sandstone
3145,Sandstone
5121,Sandstone
1882,Chalk
6675,Sandstone
13612,Sandstone
39,Sandstone
8142,Tuff
5615,Sandstone
13485,Sandstone
13266,Sandstone
12240,Sandstone
